season,event_date,nano,market,name,alias,rush_att,rush_yds,rush_tds,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_tds,pass_int,passer_rating,net_pass_yds,total_yds,times_sacked,yds_sacked_for,fumbles,fumbles_lost,turnovers,penalties,penalty_yds,first_downs,third_down_conv,third_down_att,third_down_conv_pct,fourth_down_conv,fourth_down_att,fourth_down_conv_pct,time_of_possession,boxscore_stats_link
2009,2009-10-04,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,19,49,1,33,45,,257,1,0,94.398,230,279,5,27,2,2,2,6,45,20,6,15,0.4,1,1,1.0,1866,https://www.pro-football-reference.com/boxscores/200910040clt.htm
2009,2009-10-04,LJmHetie5VbbO,Indianapolis,Colts,IND,22,78,2,31,41,,353,2,1,107.063,353,431,0,0,1,0,1,7,48,24,8,13,0.615,0,0,0.0,1734,https://www.pro-football-reference.com/boxscores/200910040clt.htm
2009,2009-10-04,ltMyRE3yvVUaw,Tennessee,Titans,TEN,19,95,1,29,48,,284,1,2,66.667,284,379,0,0,1,1,3,6,68,19,8,16,0.5,1,2,0.5,1553,https://www.pro-football-reference.com/boxscores/200910040jax.htm
2009,2009-10-04,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,30,137,1,27,37,,323,3,0,126.295,305,442,2,18,1,1,1,4,30,27,6,13,0.462,0,0,0.0,2047,https://www.pro-football-reference.com/boxscores/200910040jax.htm
2009,2009-10-04,3VqeLK0LS9rpw,Buffalo,Bills,BUF,17,46,0,14,26,,192,1,3,50.962,160,206,6,32,1,0,3,3,19,10,1,11,0.091,1,2,0.5,1371,https://www.pro-football-reference.com/boxscores/200910040mia.htm
2009,2009-10-04,mfbu6O5aMHbJg,Miami,Dolphins,MIA,45,250,3,14,22,,115,1,0,92.045,86,336,6,29,3,0,0,5,45,25,9,17,0.529,2,2,1.0,2229,https://www.pro-football-reference.com/boxscores/200910040mia.htm
2009,2009-10-04,mexvMWO2v1hWn,New York,Jets,NYJ,27,132,1,14,27,,138,0,3,27.006,112,244,4,26,1,1,4,3,21,14,3,12,0.25,1,1,1.0,1641,https://www.pro-football-reference.com/boxscores/200910040nor.htm
2009,2009-10-04,CI5mhfNa0Zqd2,New Orleans,Saints,NO,32,153,1,20,32,,190,0,0,78.906,190,343,0,0,2,1,1,7,70,18,4,13,0.308,0,2,0.0,1959,https://www.pro-football-reference.com/boxscores/200910040nor.htm
2009,2009-10-04,KdjU81i7YSFE7,Dallas,Cowboys,DAL,25,74,1,25,42,,255,0,1,67.063,241,315,5,14,2,1,2,7,70,20,3,14,0.214,1,2,0.5,1987,https://www.pro-football-reference.com/boxscores/200910040den.htm
2009,2009-10-04,6DclFuycdPaOB,Denver,Broncos,DEN,25,116,0,20,29,,243,2,0,117.457,221,337,3,22,2,1,1,10,81,18,2,10,0.2,0,1,0.0,1613,https://www.pro-football-reference.com/boxscores/200910040den.htm
2009,2009-10-04,u98I1lDKQBwZ0,Los Angeles,Rams,LA,28,95,0,13,24,,108,0,1,48.611,82,177,5,26,2,2,3,10,73,9,5,16,0.312,0,1,0.0,1788,https://www.pro-football-reference.com/boxscores/200910040sfo.htm
2009,2009-10-04,IwSI92ZDKoazn,San Francisco,49ers,SF,29,96,0,14,24,,152,2,0,104.861,132,228,4,20,2,0,0,3,33,13,4,13,0.308,0,0,0.0,1812,https://www.pro-football-reference.com/boxscores/200910040sfo.htm
2009,2009-10-04,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,8,16,0,21,36,,254,3,0,107.87,235,251,3,19,1,1,1,3,20,17,3,9,0.333,0,0,0.0,1180,https://www.pro-football-reference.com/boxscores/200910040pit.htm
2009,2009-10-04,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,36,177,2,27,34,,339,3,0,137.623,320,497,3,19,3,1,1,6,59,32,8,12,0.667,1,1,1.0,2420,https://www.pro-football-reference.com/boxscores/200910040pit.htm
2009,2009-10-05,D5QY6bOxfn8ZL,Green Bay,Packers,GB,17,82,0,26,37,,384,2,1,110.642,342,424,8,42,2,1,2,7,57,19,7,13,0.538,1,2,0.5,1696,https://www.pro-football-reference.com/boxscores/200910050min.htm
2009,2009-10-05,AzOs5UWsXusSW,Minnesota,Vikings,MIN,30,63,1,24,32,,271,3,0,131.12,271,334,0,0,1,1,1,2,10,22,8,14,0.571,1,1,1.0,1904,https://www.pro-football-reference.com/boxscores/200910050min.htm
2009,2009-10-11,KdjU81i7YSFE7,Dallas,Cowboys,DAL,26,150,1,20,34,,351,2,0,113.725,348,498,1,3,4,2,2,13,90,20,5,12,0.417,0,0,0.0,1920,https://www.pro-football-reference.com/boxscores/200910110kan.htm
2009,2009-10-11,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,29,72,0,23,41,,253,2,0,90.803,232,304,4,21,0,0,0,7,50,20,5,17,0.294,1,1,1.0,2078,https://www.pro-football-reference.com/boxscores/200910110kan.htm
2009,2009-10-11,AzOs5UWsXusSW,Minnesota,Vikings,MIN,24,89,3,21,27,,300,1,1,109.877,288,377,2,12,0,0,1,5,44,21,7,11,0.636,0,0,0.0,1641,https://www.pro-football-reference.com/boxscores/200910110ram.htm
2009,2009-10-11,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,122,0,27,38,,297,1,1,91.667,278,400,2,19,4,3,4,7,82,27,5,12,0.417,1,2,0.5,1959,https://www.pro-football-reference.com/boxscores/200910110ram.htm
2009,2009-10-11,IR4gIYmh269EI,Cleveland,Browns,CLE,41,171,0,2,17,,23,0,1,15.074,22,193,1,1,0,0,1,3,29,9,4,16,0.25,0,0,0.0,1706,https://www.pro-football-reference.com/boxscores/200910110buf.htm
2009,2009-10-11,3VqeLK0LS9rpw,Buffalo,Bills,BUF,35,145,0,16,31,,152,0,1,52.083,143,288,2,9,2,2,3,13,75,13,6,17,0.353,0,2,0.0,1894,https://www.pro-football-reference.com/boxscores/200910110buf.htm
2009,2009-10-11,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,22,85,0,26,50,,240,2,3,53.75,218,303,3,22,2,0,3,4,30,22,9,18,0.5,1,3,0.333,2073,https://www.pro-football-reference.com/boxscores/200910110phi.htm
2009,2009-10-11,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,21,76,1,17,24,,265,3,0,146.701,249,325,3,16,1,0,0,10,111,16,4,10,0.4,0,0,0.0,1527,https://www.pro-football-reference.com/boxscores/200910110phi.htm
2009,2009-10-11,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,34,142,1,18,31,,271,1,1,84.207,261,403,1,10,3,1,2,7,39,22,5,13,0.385,1,1,1.0,2059,https://www.pro-football-reference.com/boxscores/200910110rav.htm
2009,2009-10-11,zyhFXj1nywrm1,Baltimore,Ravens,BAL,18,82,0,22,31,,186,1,2,70.094,175,257,2,11,0,0,2,10,76,12,3,11,0.273,0,1,0.0,1541,https://www.pro-football-reference.com/boxscores/200910110rav.htm
2009,2009-10-11,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,21,82,1,23,30,,277,3,1,123.889,262,344,3,15,1,0,1,6,59,18,3,8,0.375,0,0,0.0,1645,https://www.pro-football-reference.com/boxscores/200910110det.htm
2009,2009-10-11,FCuH1wdksA2DQ,Detroit,Lions,DET,25,110,0,23,37,,282,1,1,83.39,225,335,7,57,4,0,1,6,66,21,11,18,0.611,0,1,0.0,1955,https://www.pro-football-reference.com/boxscores/200910110det.htm
2009,2009-10-11,LZoDld8s63xUs,Las Vegas,Raiders,LV,25,60,1,8,13,,100,0,0,85.417,64,124,6,36,3,3,3,7,67,7,1,11,0.091,1,1,1.0,1436,https://www.pro-football-reference.com/boxscores/200910110nyg.htm
2009,2009-10-11,n8CuHV9wbYCqF,New York,Giants,NYG,41,220,3,17,24,,263,2,0,134.549,263,483,0,0,3,1,1,4,37,27,6,12,0.5,1,1,1.0,2164,https://www.pro-football-reference.com/boxscores/200910110nyg.htm
2009,2009-10-11,9JtBk8kFeaGEs,Washington,Football Team,WAS,24,74,1,17,23,,145,1,0,104.438,124,198,5,21,3,1,1,4,20,15,2,9,0.222,0,1,0.0,1723,https://www.pro-football-reference.com/boxscores/200910110car.htm
2009,2009-10-11,jJBGuksuDJF5L,Carolina,Panthers,CAR,32,86,1,16,25,,181,1,1,82.25,162,248,3,19,4,1,2,5,27,16,4,12,0.333,0,1,0.0,1877,https://www.pro-football-reference.com/boxscores/200910110car.htm
2009,2009-10-11,mLspw4gJNTQGN,Atlanta,Falcons,ATL,40,148,4,22,32,,329,2,1,110.026,329,477,0,0,3,1,2,8,90,28,8,14,0.571,0,0,0.0,2189,https://www.pro-football-reference.com/boxscores/200910110sfo.htm
2009,2009-10-11,IwSI92ZDKoazn,San Francisco,49ers,SF,17,100,1,15,38,,198,0,1,45.724,179,279,3,19,2,2,3,8,92,13,4,14,0.286,1,2,0.5,1411,https://www.pro-football-reference.com/boxscores/200910110sfo.htm
2009,2009-10-11,UI0Ax4HUEXFh6,Houston,Texans,HOU,21,45,1,35,50,,371,2,1,96.333,371,416,0,0,1,0,1,6,53,23,4,13,0.308,0,2,0.0,2005,https://www.pro-football-reference.com/boxscores/200910110crd.htm
2009,2009-10-11,GJizlkzQFaqGA,Arizona,Cardinals,ARI,16,44,1,26,38,,302,2,0,109.759,296,340,1,6,1,1,1,7,40,19,2,9,0.222,0,0,0.0,1595,https://www.pro-football-reference.com/boxscores/200910110crd.htm
2009,2009-10-11,VkxV91RtzHn65,New England,Patriots,NE,27,96,0,19,33,,215,2,0,97.412,209,305,1,6,2,1,1,4,46,18,5,14,0.357,0,0,0.0,1702,https://www.pro-football-reference.com/boxscores/200910110den.htm
2009,2009-10-11,6DclFuycdPaOB,Denver,Broncos,DEN,25,103,0,35,48,,330,2,1,96.701,321,424,2,9,2,1,2,3,20,27,6,14,0.429,0,0,0.0,2189,https://www.pro-football-reference.com/boxscores/200910110den.htm
2009,2009-10-11,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,15,38,0,19,32,,190,0,0,76.302,161,199,5,29,2,2,2,9,73,10,2,13,0.154,1,2,0.5,1516,https://www.pro-football-reference.com/boxscores/200910110sea.htm
2009,2009-10-11,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,40,143,0,18,30,,241,4,0,125.139,236,379,1,5,2,0,0,1,10,24,6,14,0.429,1,1,1.0,2084,https://www.pro-football-reference.com/boxscores/200910110sea.htm
2009,2009-10-11,LJmHetie5VbbO,Indianapolis,Colts,IND,23,58,1,36,44,,309,3,1,109.186,309,367,0,0,1,1,2,7,48,23,8,14,0.571,1,1,1.0,2018,https://www.pro-football-reference.com/boxscores/200910110oti.htm
2009,2009-10-11,ltMyRE3yvVUaw,Tennessee,Titans,TEN,21,90,0,19,35,,164,0,1,54.94,155,245,1,9,1,1,2,9,89,12,5,14,0.357,0,1,0.0,1582,https://www.pro-football-reference.com/boxscores/200910110oti.htm
2009,2009-10-12,mexvMWO2v1hWn,New York,Jets,NYJ,30,138,2,12,24,,172,1,0,87.5,171,309,1,1,0,0,0,6,56,20,4,11,0.364,2,2,1.0,1585,https://www.pro-football-reference.com/boxscores/200910120mia.htm
2009,2009-10-12,mfbu6O5aMHbJg,Miami,Dolphins,MIA,36,151,2,21,28,,262,2,0,127.381,262,413,0,0,0,0,0,8,112,23,9,14,0.643,0,0,0.0,2015,https://www.pro-football-reference.com/boxscores/200910120mia.htm
2009,2009-10-18,jJBGuksuDJF5L,Carolina,Panthers,CAR,48,267,3,9,17,,65,1,2,42.157,55,322,1,10,1,1,3,3,30,22,8,14,0.571,1,1,1.0,1941,https://www.pro-football-reference.com/boxscores/200910180tam.htm
2009,2009-10-18,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,25,124,1,11,17,,147,0,1,67.525,121,245,4,26,5,1,2,5,40,12,6,11,0.545,0,0,0.0,1659,https://www.pro-football-reference.com/boxscores/200910180tam.htm
2009,2009-10-18,IR4gIYmh269EI,Cleveland,Browns,CLE,23,91,0,9,26,,122,1,2,31.25,106,197,2,16,2,2,4,4,45,12,5,13,0.385,0,0,0.0,1394,https://www.pro-football-reference.com/boxscores/200910180pit.htm
2009,2009-10-18,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,36,140,1,23,35,,417,2,1,113.631,403,543,3,14,3,3,4,4,30,28,4,11,0.364,1,1,1.0,2206,https://www.pro-football-reference.com/boxscores/200910180pit.htm
2009,2009-10-18,UI0Ax4HUEXFh6,Houston,Texans,HOU,31,87,0,28,40,,392,4,1,124.167,385,472,2,7,3,1,2,7,60,26,7,14,0.5,1,1,1.0,2175,https://www.pro-football-reference.com/boxscores/200910180cin.htm
2009,2009-10-18,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,17,46,1,23,35,,259,1,1,85.298,250,296,1,9,2,2,3,4,45,14,5,12,0.417,0,0,0.0,1425,https://www.pro-football-reference.com/boxscores/200910180cin.htm
2009,2009-10-18,FCuH1wdksA2DQ,Detroit,Lions,DET,18,78,0,11,25,,105,0,3,16.667,71,149,5,34,2,0,3,6,40,10,0,10,0.0,0,2,0.0,1152,https://www.pro-football-reference.com/boxscores/200910180gnb.htm
2009,2009-10-18,D5QY6bOxfn8ZL,Green Bay,Packers,GB,30,107,0,29,37,,358,2,1,113.739,328,435,5,30,3,1,2,13,130,23,6,12,0.5,0,0,0.0,2448,https://www.pro-football-reference.com/boxscores/200910180gnb.htm
2009,2009-10-18,n8CuHV9wbYCqF,New York,Giants,NYG,19,84,1,18,36,,250,2,1,79.63,241,325,2,9,1,1,2,9,110,17,3,10,0.3,1,1,1.0,1433,https://www.pro-football-reference.com/boxscores/200910180nor.htm
2009,2009-10-18,CI5mhfNa0Zqd2,New Orleans,Saints,NO,40,124,3,23,30,,369,4,0,156.806,369,493,0,0,1,0,0,6,55,28,7,13,0.538,1,2,0.5,2167,https://www.pro-football-reference.com/boxscores/200910180nor.htm
2009,2009-10-18,u98I1lDKQBwZ0,Los Angeles,Rams,LA,18,55,0,22,34,,213,1,1,79.657,207,262,1,6,0,0,1,6,52,13,4,12,0.333,0,0,0.0,1488,https://www.pro-football-reference.com/boxscores/200910180jax.htm
2009,2009-10-18,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,38,166,3,30,43,,335,0,2,73.304,326,492,3,9,1,1,3,3,15,33,11,16,0.688,0,0,0.0,2532,https://www.pro-football-reference.com/boxscores/200910180jax.htm
2009,2009-10-18,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,36,110,0,16,31,,186,0,0,70.094,158,268,5,28,2,0,0,4,30,16,4,17,0.235,1,2,0.5,2230,https://www.pro-football-reference.com/boxscores/200910180was.htm
2009,2009-10-18,9JtBk8kFeaGEs,Washington,Football Team,WAS,20,118,0,15,30,,164,0,1,52.639,147,265,3,17,4,1,2,7,63,7,2,14,0.143,0,1,0.0,1370,https://www.pro-football-reference.com/boxscores/200910180was.htm
2009,2009-10-18,zyhFXj1nywrm1,Baltimore,Ravens,BAL,18,81,2,28,43,,385,2,0,109.157,367,448,3,18,2,0,0,6,74,20,5,13,0.385,0,0,0.0,1515,https://www.pro-football-reference.com/boxscores/200910180min.htm
2009,2009-10-18,AzOs5UWsXusSW,Minnesota,Vikings,MIN,31,167,0,21,29,,278,3,0,136.853,259,426,3,19,0,0,0,3,15,19,5,14,0.357,0,0,0.0,2085,https://www.pro-football-reference.com/boxscores/200910180min.htm
2009,2009-10-18,GJizlkzQFaqGA,Arizona,Cardinals,ARI,26,62,1,34,43,,292,2,1,100.775,282,344,2,10,1,1,2,7,76,21,8,16,0.5,0,0,0.0,2570,https://www.pro-football-reference.com/boxscores/200910180sea.htm
2009,2009-10-18,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,11,14,0,11,30,,154,0,1,40.139,114,128,5,40,2,1,2,6,56,7,0,11,0.0,1,1,1.0,1030,https://www.pro-football-reference.com/boxscores/200910180sea.htm
2009,2009-10-18,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,14,67,0,22,46,,269,0,0,66.304,216,283,6,53,1,0,0,4,38,14,2,16,0.125,1,2,0.5,1618,https://www.pro-football-reference.com/boxscores/200910180rai.htm
2009,2009-10-18,LZoDld8s63xUs,Las Vegas,Raiders,LV,35,116,0,17,28,,224,1,2,68.155,209,325,2,15,2,0,2,3,23,18,4,14,0.286,0,1,0.0,1982,https://www.pro-football-reference.com/boxscores/200910180rai.htm
2009,2009-10-18,3VqeLK0LS9rpw,Buffalo,Bills,BUF,42,142,0,15,30,,159,1,1,63.056,154,296,1,5,1,1,2,8,64,20,5,16,0.312,0,0,0.0,2343,https://www.pro-football-reference.com/boxscores/200910180nyj.htm
2009,2009-10-18,mexvMWO2v1hWn,New York,Jets,NYJ,40,318,1,10,30,,119,0,6,6.806,96,414,2,23,2,0,6,14,96,15,3,15,0.2,1,3,0.333,1993,https://www.pro-football-reference.com/boxscores/200910180nyj.htm
2009,2009-10-18,ltMyRE3yvVUaw,Tennessee,Titans,TEN,36,193,0,2,14,,7,0,2,0.0,-7,186,0,0,6,3,5,6,55,9,2,10,0.2,0,2,0.0,1260,https://www.pro-football-reference.com/boxscores/200910180nwe.htm
2009,2009-10-18,VkxV91RtzHn65,New England,Patriots,NE,30,193,2,38,45,,432,6,0,146.25,426,619,2,6,1,0,0,6,40,32,5,11,0.455,1,3,0.333,2340,https://www.pro-football-reference.com/boxscores/200910180nwe.htm
2009,2009-10-18,1vVmWGzUZ1rea,Chicago,Bears,CHI,23,83,0,27,43,,300,2,2,79.603,290,373,2,10,3,1,3,9,65,21,9,16,0.562,0,1,0.0,2034,https://www.pro-football-reference.com/boxscores/200910180atl.htm
2009,2009-10-18,mLspw4gJNTQGN,Atlanta,Falcons,ATL,23,68,1,19,33,,185,2,2,68.371,185,253,0,0,1,0,2,6,70,16,5,12,0.417,0,0,0.0,1566,https://www.pro-football-reference.com/boxscores/200910180atl.htm
2009,2009-10-19,6DclFuycdPaOB,Denver,Broncos,DEN,33,101,0,20,29,,229,2,0,115.445,227,328,1,2,1,0,0,4,48,19,9,16,0.562,0,0,0.0,1843,https://www.pro-football-reference.com/boxscores/200910190sdg.htm
2009,2009-10-19,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,21,73,0,20,33,,274,1,0,97.285,238,311,5,36,4,1,1,4,44,20,2,11,0.182,0,1,0.0,1757,https://www.pro-football-reference.com/boxscores/200910190sdg.htm
2009,2009-10-25,LJmHetie5VbbO,Indianapolis,Colts,IND,26,156,2,23,34,,235,3,0,116.667,235,391,0,0,1,0,0,6,51,24,8,12,0.667,0,0,0.0,1839,https://www.pro-football-reference.com/boxscores/200910250ram.htm
2009,2009-10-25,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,155,0,14,26,,140,0,2,37.34,117,272,3,23,0,0,2,5,73,14,4,13,0.308,0,2,0.0,1761,https://www.pro-football-reference.com/boxscores/200910250ram.htm
2009,2009-10-25,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,36,135,0,18,30,,268,3,0,122.639,268,403,0,0,0,0,0,9,59,17,8,17,0.471,0,1,0.0,1965,https://www.pro-football-reference.com/boxscores/200910250kan.htm
2009,2009-10-25,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,30,121,0,11,26,,100,1,3,26.603,82,203,5,18,0,0,3,7,41,10,3,15,0.2,1,3,0.333,1635,https://www.pro-football-reference.com/boxscores/200910250kan.htm
2009,2009-10-25,D5QY6bOxfn8ZL,Green Bay,Packers,GB,41,202,1,16,22,,258,3,0,151.136,258,460,0,0,0,0,0,8,70,25,6,11,0.545,0,1,0.0,2154,https://www.pro-football-reference.com/boxscores/200910250cle.htm
2009,2009-10-25,IR4gIYmh269EI,Cleveland,Browns,CLE,21,58,0,12,29,,99,0,1,36.422,81,139,2,18,3,1,2,5,40,12,2,12,0.167,0,1,0.0,1446,https://www.pro-football-reference.com/boxscores/200910250cle.htm
2009,2009-10-25,AzOs5UWsXusSW,Minnesota,Vikings,MIN,23,89,1,33,50,,334,0,1,76.583,297,386,4,37,1,1,2,11,78,21,9,18,0.5,1,1,1.0,2218,https://www.pro-football-reference.com/boxscores/200910250pit.htm
2009,2009-10-25,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,19,107,0,14,26,,175,1,0,87.821,152,259,4,23,2,1,1,3,15,14,4,12,0.333,0,0,0.0,1382,https://www.pro-football-reference.com/boxscores/200910250pit.htm
2009,2009-10-25,IwSI92ZDKoazn,San Francisco,49ers,SF,19,59,0,21,33,,251,3,1,104.482,238,297,2,13,1,1,2,11,65,17,4,11,0.364,0,2,0.0,1771,https://www.pro-football-reference.com/boxscores/200910250htx.htm
2009,2009-10-25,UI0Ax4HUEXFh6,Houston,Texans,HOU,27,90,1,20,30,,264,2,0,116.528,246,336,2,18,1,1,1,7,77,18,6,13,0.462,0,0,0.0,1829,https://www.pro-football-reference.com/boxscores/200910250htx.htm
2009,2009-10-25,VkxV91RtzHn65,New England,Patriots,NE,28,107,1,23,32,,308,3,2,107.292,307,414,1,1,0,0,2,10,66,18,6,12,0.5,0,0,0.0,1995,https://www.pro-football-reference.com/boxscores/200910250tam.htm
2009,2009-10-25,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,26,89,0,11,30,,172,1,3,28.056,151,240,3,21,1,0,3,6,55,10,4,15,0.267,0,1,0.0,1605,https://www.pro-football-reference.com/boxscores/200910250tam.htm
2009,2009-10-25,3VqeLK0LS9rpw,Buffalo,Bills,BUF,30,53,1,11,22,,123,1,0,82.197,114,167,2,9,0,0,0,3,22,9,3,14,0.214,0,0,0.0,1520,https://www.pro-football-reference.com/boxscores/200910250car.htm
2009,2009-10-25,jJBGuksuDJF5L,Carolina,Panthers,CAR,25,116,1,27,44,,325,0,3,55.587,309,425,2,16,1,1,4,9,67,20,2,13,0.154,2,3,0.667,2080,https://www.pro-football-reference.com/boxscores/200910250car.htm
2009,2009-10-25,mexvMWO2v1hWn,New York,Jets,NYJ,54,316,4,9,16,,143,1,0,107.031,131,447,1,12,4,0,0,2,8,26,9,16,0.562,2,2,1.0,2157,https://www.pro-football-reference.com/boxscores/200910250rai.htm
2009,2009-10-25,LZoDld8s63xUs,Las Vegas,Raiders,LV,19,119,0,16,30,,158,0,2,40.694,144,263,3,14,2,2,4,3,24,13,5,12,0.417,0,1,0.0,1443,https://www.pro-football-reference.com/boxscores/200910250rai.htm
2009,2009-10-25,mLspw4gJNTQGN,Atlanta,Falcons,ATL,26,124,1,19,35,,198,2,2,66.131,174,298,4,24,3,1,3,3,30,21,6,12,0.5,1,1,1.0,1868,https://www.pro-football-reference.com/boxscores/200910250dal.htm
2009,2009-10-25,KdjU81i7YSFE7,Dallas,Cowboys,DAL,28,115,0,21,29,,311,3,0,141.595,299,414,2,12,2,1,1,8,50,18,6,13,0.462,0,0,0.0,1732,https://www.pro-football-reference.com/boxscores/200910250dal.htm
2009,2009-10-25,CI5mhfNa0Zqd2,New Orleans,Saints,NO,27,138,3,22,38,,298,1,3,58.882,276,414,5,22,2,1,4,6,25,22,5,15,0.333,0,0,0.0,1982,https://www.pro-football-reference.com/boxscores/200910250mia.htm
2009,2009-10-25,mfbu6O5aMHbJg,Miami,Dolphins,MIA,30,137,4,18,37,,211,0,2,43.863,197,334,2,14,1,1,3,8,55,17,8,18,0.444,0,1,0.0,1618,https://www.pro-football-reference.com/boxscores/200910250mia.htm
2009,2009-10-25,1vVmWGzUZ1rea,Chicago,Bears,CHI,12,35,0,27,39,,254,1,3,63.408,244,279,1,10,3,1,4,6,44,15,5,10,0.5,1,2,0.5,1418,https://www.pro-football-reference.com/boxscores/200910250cin.htm
2009,2009-10-25,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,45,215,1,20,24,,233,5,0,146.701,233,448,0,0,0,0,0,3,20,30,8,12,0.667,0,1,0.0,2182,https://www.pro-football-reference.com/boxscores/200910250cin.htm
2009,2009-10-25,GJizlkzQFaqGA,Arizona,Cardinals,ARI,22,72,2,20,36,,231,1,1,72.801,216,288,2,15,2,1,2,7,60,15,3,14,0.214,0,0,0.0,1784,https://www.pro-football-reference.com/boxscores/200910250nyg.htm
2009,2009-10-25,n8CuHV9wbYCqF,New York,Giants,NYG,26,107,1,19,37,,243,1,3,47.466,220,327,3,23,2,1,4,7,30,15,4,15,0.267,1,1,1.0,1816,https://www.pro-football-reference.com/boxscores/200910250nyg.htm
2009,2009-10-26,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,27,122,1,16,26,,161,1,0,91.987,140,262,3,21,2,0,0,12,66,11,4,15,0.267,0,1,0.0,1698,https://www.pro-football-reference.com/boxscores/200910260was.htm
2009,2009-10-26,9JtBk8kFeaGEs,Washington,Football Team,WAS,19,62,0,29,43,,284,2,1,91.618,246,308,6,38,4,3,4,6,60,21,3,12,0.25,1,2,0.5,1902,https://www.pro-football-reference.com/boxscores/200910260was.htm
2009,2009-11-01,IR4gIYmh269EI,Cleveland,Browns,CLE,29,117,1,7,20,,85,0,2,9.375,74,191,1,11,4,3,5,3,30,9,1,11,0.091,0,1,0.0,1355,https://www.pro-football-reference.com/boxscores/200911010chi.htm
2009,2009-11-01,1vVmWGzUZ1rea,Chicago,Bears,CHI,37,170,2,17,30,,225,0,1,66.667,199,369,4,26,0,0,1,5,35,20,6,16,0.375,0,1,0.0,2245,https://www.pro-football-reference.com/boxscores/200911010chi.htm
2009,2009-11-01,6DclFuycdPaOB,Denver,Broncos,DEN,19,66,1,23,37,,152,0,0,71.002,134,200,2,18,1,1,1,6,35,17,3,13,0.231,1,1,1.0,1583,https://www.pro-football-reference.com/boxscores/200911010rav.htm
2009,2009-11-01,zyhFXj1nywrm1,Baltimore,Ravens,BAL,35,125,1,20,25,,175,1,0,109.167,167,292,2,8,1,0,0,8,94,16,11,18,0.611,0,0,0.0,2017,https://www.pro-football-reference.com/boxscores/200911010rav.htm
2009,2009-11-01,mfbu6O5aMHbJg,Miami,Dolphins,MIA,23,52,0,12,22,,112,1,0,83.902,52,104,6,60,1,1,1,4,25,10,4,14,0.286,0,1,0.0,1554,https://www.pro-football-reference.com/boxscores/200911010nyj.htm
2009,2009-11-01,mexvMWO2v1hWn,New York,Jets,NYJ,40,127,1,20,35,,265,2,0,100.298,251,378,2,14,2,1,1,6,40,23,3,14,0.214,1,2,0.5,2046,https://www.pro-football-reference.com/boxscores/200911010nyj.htm
2009,2009-11-01,UI0Ax4HUEXFh6,Houston,Texans,HOU,41,182,3,25,34,,268,0,2,71.691,257,439,1,11,1,1,3,5,45,24,7,13,0.538,0,0,0.0,2348,https://www.pro-football-reference.com/boxscores/200911010buf.htm
2009,2009-11-01,3VqeLK0LS9rpw,Buffalo,Bills,BUF,20,97,1,15,23,,117,0,2,41.395,107,204,2,10,1,0,2,4,36,9,2,10,0.2,0,1,0.0,1252,https://www.pro-football-reference.com/boxscores/200911010buf.htm
2009,2009-11-01,IwSI92ZDKoazn,San Francisco,49ers,SF,18,113,1,19,32,,198,1,1,74.74,182,295,4,16,2,1,2,7,50,16,2,10,0.2,0,0,0.0,1586,https://www.pro-football-reference.com/boxscores/200911010clt.htm
2009,2009-11-01,LJmHetie5VbbO,Indianapolis,Colts,IND,21,61,0,32,49,,369,1,0,94.685,349,410,3,20,2,0,0,5,38,20,8,19,0.421,1,1,1.0,2014,https://www.pro-football-reference.com/boxscores/200911010clt.htm
2009,2009-11-01,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,22,79,0,22,39,,249,2,0,92.788,229,308,3,20,2,2,2,6,53,18,6,14,0.429,0,0,0.0,1515,https://www.pro-football-reference.com/boxscores/200911010dal.htm
