season,event_date,nano,market,name,alias,rush_att,rush_yds,rush_tds,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_tds,pass_int,passer_rating,net_pass_yds,total_yds,times_sacked,yds_sacked_for,fumbles,fumbles_lost,turnovers,penalties,penalty_yds,first_downs,third_down_conv,third_down_att,third_down_conv_pct,fourth_down_conv,fourth_down_att,fourth_down_conv_pct,time_of_possession,boxscore_stats_link
2009,2009-11-29,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,31,170,2,14,25,,102,0,0,65.75,95,265,1,7,2,1,1,7,52,15,4,12,0.333,1,1,1.0,1588,https://www.pro-football-reference.com/boxscores/200911290ram.htm
2009,2009-11-29,u98I1lDKQBwZ0,Los Angeles,Rams,LA,28,113,1,28,46,,282,1,2,67.482,251,364,4,31,0,0,2,4,35,23,8,18,0.444,0,2,0.0,2012,https://www.pro-football-reference.com/boxscores/200911290ram.htm
2009,2009-11-29,mfbu6O5aMHbJg,Miami,Dolphins,MIA,37,157,1,17,32,,175,1,4,39.974,168,325,1,7,0,0,4,6,50,23,5,13,0.385,1,1,1.0,1906,https://www.pro-football-reference.com/boxscores/200911290buf.htm
2009,2009-11-29,3VqeLK0LS9rpw,Buffalo,Bills,BUF,25,129,3,17,26,,246,1,1,92.788,207,336,6,39,1,0,1,3,20,20,3,10,0.3,1,1,1.0,1694,https://www.pro-football-reference.com/boxscores/200911290buf.htm
2009,2009-11-29,jJBGuksuDJF5L,Carolina,Panthers,CAR,25,75,0,14,34,,130,0,4,12.745,104,179,3,26,0,0,4,5,30,11,4,16,0.25,2,3,0.667,1602,https://www.pro-football-reference.com/boxscores/200911290nyj.htm
2009,2009-11-29,mexvMWO2v1hWn,New York,Jets,NYJ,39,139,1,13,18,,154,0,1,74.769,144,283,3,10,2,2,3,3,24,16,5,13,0.385,0,0,0.0,1998,https://www.pro-football-reference.com/boxscores/200911290nyj.htm
2009,2009-11-29,IR4gIYmh269EI,Cleveland,Browns,CLE,18,58,1,16,35,,118,0,0,54.226,111,169,1,7,0,0,0,4,30,11,4,14,0.286,1,2,0.5,1309,https://www.pro-football-reference.com/boxscores/200911290cin.htm
2009,2009-11-29,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,45,210,0,13,24,,110,1,0,80.208,96,306,3,14,1,0,0,10,75,21,8,17,0.471,0,0,0.0,2291,https://www.pro-football-reference.com/boxscores/200911290cin.htm
2009,2009-11-29,LJmHetie5VbbO,Indianapolis,Colts,IND,23,114,1,27,35,,244,3,2,100.179,228,342,2,16,0,0,2,3,25,28,2,6,0.333,1,1,1.0,1688,https://www.pro-football-reference.com/boxscores/200911290htx.htm
2009,2009-11-29,UI0Ax4HUEXFh6,Houston,Texans,HOU,24,122,1,31,42,,284,2,2,87.798,274,396,2,10,1,1,3,10,129,27,4,8,0.5,0,0,0.0,1912,https://www.pro-football-reference.com/boxscores/200911290htx.htm
2009,2009-11-29,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,26,73,0,20,30,,250,2,0,114.583,245,318,1,5,2,1,1,8,52,13,3,12,0.25,0,1,0.0,1704,https://www.pro-football-reference.com/boxscores/200911290atl.htm
2009,2009-11-29,mLspw4gJNTQGN,Atlanta,Falcons,ATL,26,75,0,25,44,,258,2,0,89.015,222,297,6,36,1,1,1,3,29,21,5,16,0.312,2,2,1.0,1896,https://www.pro-football-reference.com/boxscores/200911290atl.htm
2009,2009-11-29,9JtBk8kFeaGEs,Washington,Football Team,WAS,25,82,1,22,37,,231,2,2,73.142,221,303,1,10,0,0,2,7,39,15,8,17,0.471,0,1,0.0,1782,https://www.pro-football-reference.com/boxscores/200911290phi.htm
2009,2009-11-29,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,29,123,1,21,36,,260,1,1,78.472,258,381,2,2,0,0,1,7,60,17,5,15,0.333,1,1,1.0,1818,https://www.pro-football-reference.com/boxscores/200911290phi.htm
2009,2009-11-29,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,19,96,0,25,36,,307,0,0,95.486,261,357,6,46,2,2,2,6,60,18,3,12,0.25,1,3,0.333,1756,https://www.pro-football-reference.com/boxscores/200911290sfo.htm
2009,2009-11-29,IwSI92ZDKoazn,San Francisco,49ers,SF,20,52,0,27,41,,232,2,0,96.799,232,284,0,0,0,0,0,1,5,15,8,16,0.5,1,1,1.0,1844,https://www.pro-football-reference.com/boxscores/200911290sfo.htm
2009,2009-11-29,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,23,114,1,20,33,,181,1,1,72.917,170,284,1,11,4,3,4,5,25,16,3,11,0.273,0,1,0.0,1480,https://www.pro-football-reference.com/boxscores/200911290sdg.htm
2009,2009-11-29,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,34,94,2,22,29,,332,2,0,135.991,332,426,0,0,1,1,1,8,55,26,4,9,0.444,0,0,0.0,2120,https://www.pro-football-reference.com/boxscores/200911290sdg.htm
2009,2009-11-29,1vVmWGzUZ1rea,Chicago,Bears,CHI,11,43,0,18,23,,147,1,2,71.558,126,169,4,21,2,1,3,6,44,8,2,8,0.25,0,0,0.0,1145,https://www.pro-football-reference.com/boxscores/200911290min.htm
2009,2009-11-29,AzOs5UWsXusSW,Minnesota,Vikings,MIN,34,159,1,32,48,,392,3,0,112.5,378,537,1,14,2,1,1,10,70,31,12,18,0.667,0,0,0.0,2455,https://www.pro-football-reference.com/boxscores/200911290min.htm
2009,2009-11-29,GJizlkzQFaqGA,Arizona,Cardinals,ARI,20,75,1,21,31,,220,0,0,88.105,217,292,1,3,1,0,0,4,25,15,5,12,0.417,0,0,0.0,1733,https://www.pro-football-reference.com/boxscores/200911290oti.htm
2009,2009-11-29,ltMyRE3yvVUaw,Tennessee,Titans,TEN,23,163,1,27,43,,387,1,0,99.661,369,532,4,18,1,1,1,6,38,20,6,16,0.375,4,4,1.0,1867,https://www.pro-football-reference.com/boxscores/200911290oti.htm
2009,2009-11-29,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,38,153,1,12,26,,145,1,1,60.577,145,298,0,0,0,0,1,5,59,16,6,16,0.375,0,0,0.0,2156,https://www.pro-football-reference.com/boxscores/200911290rav.htm
2009,2009-11-29,zyhFXj1nywrm1,Baltimore,Ravens,BAL,29,132,1,23,35,,289,1,0,100.774,261,393,5,28,3,2,2,9,80,21,5,14,0.357,1,1,1.0,1942,https://www.pro-football-reference.com/boxscores/200911290rav.htm
2009,2009-11-30,VkxV91RtzHn65,New England,Patriots,NE,28,122,2,23,40,,256,0,2,55.833,244,366,2,12,2,1,3,0,0,23,4,13,0.308,2,3,0.667,1996,https://www.pro-football-reference.com/boxscores/200911300nor.htm
2009,2009-11-30,CI5mhfNa0Zqd2,New Orleans,Saints,NO,26,113,0,18,23,,371,5,0,158.333,367,480,1,4,1,1,1,4,36,18,4,10,0.4,1,1,1.0,1604,https://www.pro-football-reference.com/boxscores/200911300nor.htm
2009,2009-12-03,mexvMWO2v1hWn,New York,Jets,NYJ,43,249,0,8,17,,118,1,0,89.828,82,331,5,36,2,0,0,3,18,17,5,16,0.312,0,0,0.0,2110,https://www.pro-football-reference.com/boxscores/200912030buf.htm
2009,2009-12-03,3VqeLK0LS9rpw,Buffalo,Bills,BUF,24,123,1,9,23,,98,0,1,34.33,71,194,3,27,3,1,2,1,5,10,1,11,0.091,0,0,0.0,1490,https://www.pro-football-reference.com/boxscores/200912030buf.htm
2009,2009-12-06,6DclFuycdPaOB,Denver,Broncos,DEN,45,245,2,15,25,,180,2,1,92.083,168,413,3,12,2,2,3,3,20,24,4,13,0.308,1,1,1.0,2155,https://www.pro-football-reference.com/boxscores/200912060kan.htm
2009,2009-12-06,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,26,94,1,16,43,,134,0,2,26.696,128,222,2,6,2,1,3,3,25,14,6,17,0.353,0,2,0.0,1445,https://www.pro-football-reference.com/boxscores/200912060kan.htm
2009,2009-12-06,u98I1lDKQBwZ0,Los Angeles,Rams,LA,30,135,0,17,32,,113,0,1,48.047,98,233,3,15,2,1,2,6,85,14,2,14,0.143,0,1,0.0,1920,https://www.pro-football-reference.com/boxscores/200912060chi.htm
2009,2009-12-06,1vVmWGzUZ1rea,Chicago,Bears,CHI,38,120,1,9,18,,143,1,0,95.37,128,248,2,15,6,1,1,4,35,14,4,13,0.308,0,1,0.0,1680,https://www.pro-football-reference.com/boxscores/200912060chi.htm
2009,2009-12-06,FCuH1wdksA2DQ,Detroit,Lions,DET,20,80,1,13,29,,192,1,2,49.784,165,245,3,27,0,0,2,7,45,14,2,11,0.182,0,1,0.0,1272,https://www.pro-football-reference.com/boxscores/200912060cin.htm
2009,2009-12-06,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,44,119,0,17,29,,220,1,2,65.302,202,321,2,18,1,1,3,9,75,22,6,16,0.375,1,1,1.0,2328,https://www.pro-football-reference.com/boxscores/200912060cin.htm
2009,2009-12-06,VkxV91RtzHn65,New England,Patriots,NE,25,96,1,19,29,,352,2,2,101.509,352,448,0,0,0,0,2,6,82,18,4,10,0.4,0,1,0.0,1643,https://www.pro-football-reference.com/boxscores/200912060mia.htm
2009,2009-12-06,mfbu6O5aMHbJg,Miami,Dolphins,MIA,27,88,0,29,52,,335,2,1,80.208,328,416,1,7,2,0,1,2,10,24,10,19,0.526,2,3,0.667,1957,https://www.pro-football-reference.com/boxscores/200912060mia.htm
2009,2009-12-06,LZoDld8s63xUs,Las Vegas,Raiders,LV,28,109,0,20,34,,308,3,0,118.26,287,396,3,21,1,0,0,9,70,19,6,16,0.375,2,2,1.0,1969,https://www.pro-football-reference.com/boxscores/200912060pit.htm
2009,2009-12-06,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,27,132,1,18,24,,278,2,1,123.264,269,401,1,9,1,0,1,4,41,19,3,9,0.333,0,1,0.0,1631,https://www.pro-football-reference.com/boxscores/200912060pit.htm
2009,2009-12-06,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,26,103,1,16,27,,286,2,0,120.293,277,380,2,9,0,0,0,8,62,20,4,11,0.364,1,1,1.0,1751,https://www.pro-football-reference.com/boxscores/200912060atl.htm
2009,2009-12-06,mLspw4gJNTQGN,Atlanta,Falcons,ATL,22,61,0,23,44,,235,1,2,56.534,234,295,2,1,2,1,3,6,30,22,4,14,0.286,2,4,0.5,1849,https://www.pro-football-reference.com/boxscores/200912060atl.htm
2009,2009-12-06,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,26,154,0,23,44,,321,0,5,36.458,315,469,2,6,0,0,5,5,50,22,4,14,0.286,1,2,0.5,1864,https://www.pro-football-reference.com/boxscores/200912060car.htm
2009,2009-12-06,jJBGuksuDJF5L,Carolina,Panthers,CAR,33,157,1,14,20,,161,0,1,73.125,152,309,1,9,1,1,2,5,37,15,3,11,0.273,0,0,0.0,1736,https://www.pro-football-reference.com/boxscores/200912060car.htm
2009,2009-12-06,ltMyRE3yvVUaw,Tennessee,Titans,TEN,33,142,0,24,43,,241,2,1,77.762,233,375,1,8,3,1,2,4,50,24,8,15,0.533,0,3,0.0,1979,https://www.pro-football-reference.com/boxscores/200912060clt.htm
2009,2009-12-06,LJmHetie5VbbO,Indianapolis,Colts,IND,27,88,2,24,37,,270,1,0,95.552,270,358,0,0,0,0,0,5,40,23,9,14,0.643,0,0,0.0,1621,https://www.pro-football-reference.com/boxscores/200912060clt.htm
2009,2009-12-06,UI0Ax4HUEXFh6,Houston,Texans,HOU,22,72,1,22,37,,240,1,3,53.885,233,305,2,7,1,0,3,6,37,19,5,15,0.333,1,1,1.0,1793,https://www.pro-football-reference.com/boxscores/200912060jax.htm
2009,2009-12-06,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,36,107,0,15,28,,238,2,0,105.952,216,323,4,22,2,1,1,4,45,19,8,16,0.5,1,2,0.5,1807,https://www.pro-football-reference.com/boxscores/200912060jax.htm
2009,2009-12-06,CI5mhfNa0Zqd2,New Orleans,Saints,NO,24,55,0,35,49,,419,2,1,102.338,408,463,1,11,1,0,1,7,102,25,6,14,0.429,0,1,0.0,2106,https://www.pro-football-reference.com/boxscores/200912060was.htm
2009,2009-12-06,9JtBk8kFeaGEs,Washington,Football Team,WAS,25,88,0,30,42,,367,3,1,111.905,367,455,0,0,3,3,4,2,15,28,7,12,0.583,0,0,0.0,1883,https://www.pro-football-reference.com/boxscores/200912060was.htm
2009,2009-12-06,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,32,91,1,19,26,,394,2,0,140.705,386,477,1,8,0,0,0,1,5,21,5,10,0.5,0,1,0.0,1763,https://www.pro-football-reference.com/boxscores/200912060cle.htm
2009,2009-12-06,IR4gIYmh269EI,Cleveland,Browns,CLE,22,115,0,25,45,,271,3,0,95.694,257,372,2,14,1,1,1,4,30,24,8,16,0.5,2,2,1.0,1837,https://www.pro-football-reference.com/boxscores/200912060cle.htm
2009,2009-12-06,KdjU81i7YSFE7,Dallas,Cowboys,DAL,23,45,0,41,55,,392,3,0,112.083,379,424,2,13,1,1,1,5,30,27,9,17,0.529,0,1,0.0,2330,https://www.pro-football-reference.com/boxscores/200912060nyg.htm
2009,2009-12-06,n8CuHV9wbYCqF,New York,Giants,NYG,23,100,1,11,25,,241,2,1,88.917,237,337,1,4,2,1,2,2,10,15,4,10,0.4,0,0,0.0,1270,https://www.pro-football-reference.com/boxscores/200912060nyg.htm
2009,2009-12-06,IwSI92ZDKoazn,San Francisco,49ers,SF,12,53,0,27,45,,310,2,0,95.602,303,356,1,7,2,2,2,8,57,14,1,13,0.077,1,2,0.5,1729,https://www.pro-football-reference.com/boxscores/200912060sea.htm
2009,2009-12-06,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,29,107,0,26,35,,205,2,0,107.44,185,292,5,20,3,1,1,4,48,17,4,16,0.25,0,0,0.0,1871,https://www.pro-football-reference.com/boxscores/200912060sea.htm
2009,2009-12-06,AzOs5UWsXusSW,Minnesota,Vikings,MIN,20,62,0,30,45,,275,2,2,79.398,253,315,3,22,0,0,2,6,50,22,5,15,0.333,1,1,1.0,1877,https://www.pro-football-reference.com/boxscores/200912060crd.htm
2009,2009-12-06,GJizlkzQFaqGA,Arizona,Cardinals,ARI,25,113,0,22,32,,285,3,0,127.734,285,398,0,0,1,1,1,6,50,20,4,10,0.4,0,0,0.0,1723,https://www.pro-football-reference.com/boxscores/200912060crd.htm
2009,2009-12-07,zyhFXj1nywrm1,Baltimore,Ravens,BAL,21,66,1,15,36,,137,1,3,27.199,119,185,3,18,2,1,4,12,135,17,6,13,0.462,0,1,0.0,1478,https://www.pro-football-reference.com/boxscores/200912070gnb.htm
2009,2009-12-07,D5QY6bOxfn8ZL,Green Bay,Packers,GB,27,94,0,26,40,,263,3,2,87.813,256,350,1,7,2,1,3,11,175,25,6,13,0.462,0,0,0.0,2122,https://www.pro-football-reference.com/boxscores/200912070gnb.htm
2009,2009-12-10,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,22,77,0,18,32,,201,0,0,75.13,141,218,8,60,1,0,0,4,40,16,3,14,0.214,1,2,0.5,1845,https://www.pro-football-reference.com/boxscores/200912100cle.htm
2009,2009-12-10,IR4gIYmh269EI,Cleveland,Browns,CLE,37,171,1,6,19,,90,0,0,48.136,84,255,1,6,1,0,0,6,55,12,6,16,0.375,0,0,0.0,1755,https://www.pro-football-reference.com/boxscores/200912100cle.htm
2009,2009-12-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,35,200,0,12,20,,86,1,1,65.833,73,273,2,13,2,2,3,3,40,13,3,12,0.25,0,0,0.0,1834,https://www.pro-football-reference.com/boxscores/200912130kan.htm
2009,2009-12-13,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,26,145,1,26,43,,224,0,4,35.417,209,354,3,15,2,0,4,5,43,16,7,18,0.389,1,4,0.25,1766,https://www.pro-football-reference.com/boxscores/200912130kan.htm
2009,2009-12-13,mexvMWO2v1hWn,New York,Jets,NYJ,41,175,2,13,24,,138,0,0,71.181,135,310,1,3,2,1,1,6,63,14,5,18,0.278,2,2,1.0,2046,https://www.pro-football-reference.com/boxscores/200912130tam.htm
2009,2009-12-13,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,20,43,0,14,33,,93,0,3,12.058,81,124,3,12,1,0,3,6,34,6,0,14,0.0,1,3,0.333,1554,https://www.pro-football-reference.com/boxscores/200912130tam.htm
2009,2009-12-13,CI5mhfNa0Zqd2,New Orleans,Saints,NO,26,95,0,31,41,,296,3,0,119.563,296,391,0,0,1,0,0,6,59,24,8,12,0.667,0,1,0.0,2204,https://www.pro-football-reference.com/boxscores/200912130atl.htm
2009,2009-12-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,21,89,1,23,34,,303,1,1,93.137,303,392,1,0,0,0,1,4,55,19,5,10,0.5,0,1,0.0,1396,https://www.pro-football-reference.com/boxscores/200912130atl.htm
2009,2009-12-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,24,126,0,15,30,,197,1,0,82.222,179,305,2,18,0,0,0,9,92,14,3,13,0.231,0,1,0.0,1545,https://www.pro-football-reference.com/boxscores/200912130nwe.htm
2009,2009-12-13,VkxV91RtzHn65,New England,Patriots,NE,40,185,1,19,32,,192,1,1,73.958,192,377,0,0,2,2,3,4,25,26,3,11,0.273,1,2,0.5,2055,https://www.pro-football-reference.com/boxscores/200912130nwe.htm
2009,2009-12-13,D5QY6bOxfn8ZL,Green Bay,Packers,GB,30,158,2,16,24,,180,0,0,88.889,157,315,3,23,2,2,2,4,30,16,5,13,0.385,1,1,1.0,1872,https://www.pro-football-reference.com/boxscores/200912130chi.htm
2009,2009-12-13,1vVmWGzUZ1rea,Chicago,Bears,CHI,17,59,0,23,36,,209,2,2,74.884,195,254,3,14,1,0,2,13,109,14,5,13,0.385,0,1,0.0,1728,https://www.pro-football-reference.com/boxscores/200912130chi.htm
2009,2009-12-13,6DclFuycdPaOB,Denver,Broncos,DEN,30,95,0,29,41,,277,2,1,95.274,262,357,3,15,0,0,1,7,65,20,6,17,0.353,0,3,0.0,1887,https://www.pro-football-reference.com/boxscores/200912130clt.htm
2009,2009-12-13,LJmHetie5VbbO,Indianapolis,Colts,IND,28,92,0,20,42,,220,4,3,65.575,220,312,0,0,0,0,3,4,20,21,9,16,0.562,1,1,1.0,1713,https://www.pro-football-reference.com/boxscores/200912130clt.htm
2009,2009-12-13,FCuH1wdksA2DQ,Detroit,Lions,DET,32,103,0,16,34,,135,0,2,33.333,126,229,1,9,1,0,2,4,40,13,5,17,0.294,0,4,0.0,1815,https://www.pro-football-reference.com/boxscores/200912130rav.htm
2009,2009-12-13,zyhFXj1nywrm1,Baltimore,Ravens,BAL,40,308,5,15,23,,240,1,0,114.402,240,548,0,0,1,1,1,5,50,24,6,13,0.462,2,2,1.0,1785,https://www.pro-football-reference.com/boxscores/200912130rav.htm
2009,2009-12-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,24,62,0,24,36,,247,1,1,83.912,220,282,3,27,4,0,1,7,63,13,1,14,0.071,1,5,0.2,1584,https://www.pro-football-reference.com/boxscores/200912130htx.htm
2009,2009-12-13,UI0Ax4HUEXFh6,Houston,Texans,HOU,28,85,1,29,39,,365,2,1,109.455,365,450,0,0,1,1,2,4,35,23,5,13,0.385,0,0,0.0,2016,https://www.pro-football-reference.com/boxscores/200912130htx.htm
2009,2009-12-13,mfbu6O5aMHbJg,Miami,Dolphins,MIA,40,146,2,21,29,,220,0,1,79.67,208,354,2,12,5,2,3,4,27,22,8,15,0.533,1,1,1.0,2106,https://www.pro-football-reference.com/boxscores/200912130jax.htm
2009,2009-12-13,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,25,95,1,11,26,,139,0,0,59.615,122,217,3,17,1,0,0,2,10,10,3,14,0.214,1,3,0.333,1494,https://www.pro-football-reference.com/boxscores/200912130jax.htm
2009,2009-12-13,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,24,119,0,16,28,,103,1,0,76.935,91,210,1,12,2,1,1,11,85,13,6,14,0.429,0,0,0.0,1665,https://www.pro-football-reference.com/boxscores/200912130min.htm
2009,2009-12-13,AzOs5UWsXusSW,Minnesota,Vikings,MIN,37,142,2,17,30,,192,1,1,73.194,180,322,2,12,1,0,1,9,69,21,8,14,0.571,0,0,0.0,1935,https://www.pro-football-reference.com/boxscores/200912130min.htm
2009,2009-12-13,u98I1lDKQBwZ0,Los Angeles,Rams,LA,20,80,0,28,44,,165,1,5,38.731,160,240,1,5,2,0,5,10,82,15,5,15,0.333,2,3,0.667,1917,https://www.pro-football-reference.com/boxscores/200912130oti.htm
2009,2009-12-13,ltMyRE3yvVUaw,Tennessee,Titans,TEN,30,160,2,17,27,,286,2,0,123.38,286,446,0,0,1,1,1,4,40,19,4,13,0.308,3,3,1.0,1683,https://www.pro-football-reference.com/boxscores/200912130oti.htm
2009,2009-12-13,9JtBk8kFeaGEs,Washington,Football Team,WAS,27,100,2,16,28,,222,2,0,106.548,195,295,3,27,1,1,1,7,45,21,5,12,0.417,0,0,0.0,1673,https://www.pro-football-reference.com/boxscores/200912130rai.htm
2009,2009-12-13,LZoDld8s63xUs,Las Vegas,Raiders,LV,24,65,1,20,34,,227,0,1,66.667,162,227,8,65,4,0,1,14,118,15,4,15,0.267,1,3,0.333,1927,https://www.pro-football-reference.com/boxscores/200912130rai.htm
2009,2009-12-13,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,31,73,1,21,32,,272,1,1,89.583,268,341,1,4,0,0,1,5,24,21,5,12,0.417,1,1,1.0,1805,https://www.pro-football-reference.com/boxscores/200912130dal.htm
2009,2009-12-13,KdjU81i7YSFE7,Dallas,Cowboys,DAL,27,108,0,19,30,,249,2,0,111.667,239,347,1,10,1,0,0,6,68,22,1,8,0.125,1,2,0.5,1795,https://www.pro-football-reference.com/boxscores/200912130dal.htm
2009,2009-12-13,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,24,77,2,18,28,,307,2,1,110.268,297,374,1,10,1,0,1,6,45,20,3,8,0.375,0,0,0.0,1514,https://www.pro-football-reference.com/boxscores/200912130nyg.htm
2009,2009-12-13,n8CuHV9wbYCqF,New York,Giants,NYG,31,133,2,27,38,,391,3,0,130.482,379,512,3,12,5,4,4,7,54,27,5,12,0.417,3,3,1.0,2086,https://www.pro-football-reference.com/boxscores/200912130nyg.htm
2009,2009-12-14,GJizlkzQFaqGA,Arizona,Cardinals,ARI,18,85,1,16,29,,178,0,2,44.899,160,245,4,18,7,5,7,11,78,11,4,11,0.364,1,1,1.0,1395,https://www.pro-football-reference.com/boxscores/200912140sfo.htm
2009,2009-12-14,IwSI92ZDKoazn,San Francisco,49ers,SF,36,189,1,19,35,,144,2,2,59.702,138,327,1,6,1,0,2,7,55,18,8,16,0.5,0,0,0.0,2205,https://www.pro-football-reference.com/boxscores/200912140sfo.htm
2009,2009-12-17,LJmHetie5VbbO,Indianapolis,Colts,IND,23,61,0,23,30,,308,4,1,134.444,308,369,0,0,0,0,1,5,40,18,8,12,0.667,0,0,0.0,1474,https://www.pro-football-reference.com/boxscores/200912170jax.htm
2009,2009-12-17,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,34,139,1,23,40,,223,3,1,87.812,206,345,2,17,1,0,1,4,22,25,10,16,0.625,1,1,1.0,2126,https://www.pro-football-reference.com/boxscores/200912170jax.htm
2009,2009-12-19,KdjU81i7YSFE7,Dallas,Cowboys,DAL,36,145,2,22,34,,312,1,0,104.044,294,439,3,18,0,0,0,6,49,24,8,15,0.533,0,0,0.0,2186,https://www.pro-football-reference.com/boxscores/200912190nor.htm
2009,2009-12-19,CI5mhfNa0Zqd2,New Orleans,Saints,NO,13,65,1,29,45,,298,1,1,81.528,271,336,4,27,2,2,3,4,30,23,1,7,0.143,1,1,1.0,1414,https://www.pro-football-reference.com/boxscores/200912190nor.htm
2009,2009-12-20,IR4gIYmh269EI,Cleveland,Browns,CLE,49,351,3,10,18,,66,0,2,24.074,66,417,0,0,1,1,3,3,20,20,5,13,0.385,1,2,0.5,2065,https://www.pro-football-reference.com/boxscores/200912200kan.htm
2009,2009-12-20,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,30,168,1,22,40,,331,2,0,99.063,323,491,1,8,2,1,1,3,34,22,4,13,0.308,1,1,1.0,1535,https://www.pro-football-reference.com/boxscores/200912200kan.htm
2009,2009-12-20,UI0Ax4HUEXFh6,Houston,Texans,HOU,24,52,0,28,40,,367,1,0,106.979,367,419,0,0,2,2,2,4,30,22,5,14,0.357,1,1,1.0,1840,https://www.pro-football-reference.com/boxscores/200912200ram.htm
2009,2009-12-20,u98I1lDKQBwZ0,Los Angeles,Rams,LA,26,88,0,18,27,,173,1,1,81.25,149,237,3,24,3,1,2,3,15,15,8,15,0.533,1,1,1.0,1760,https://www.pro-football-reference.com/boxscores/200912200ram.htm
2009,2009-12-20,VkxV91RtzHn65,New England,Patriots,NE,34,109,1,11,23,,115,1,1,59.149,115,224,0,0,0,0,1,6,52,19,5,12,0.417,0,0,0.0,1588,https://www.pro-football-reference.com/boxscores/200912200buf.htm
2009,2009-12-20,3VqeLK0LS9rpw,Buffalo,Bills,BUF,23,105,0,18,27,,177,1,1,81.867,136,241,6,41,3,0,1,11,124,16,2,12,0.167,2,3,0.667,2012,https://www.pro-football-reference.com/boxscores/200912200buf.htm
2009,2009-12-20,GJizlkzQFaqGA,Arizona,Cardinals,ARI,27,122,3,22,36,,228,1,1,77.083,218,340,2,10,2,2,3,8,65,21,4,12,0.333,0,0,0.0,1783,https://www.pro-football-reference.com/boxscores/200912200det.htm
2009,2009-12-20,FCuH1wdksA2DQ,Detroit,Lions,DET,27,161,2,16,31,,136,0,2,36.492,121,282,2,15,2,1,3,7,45,15,5,15,0.333,0,2,0.0,1817,https://www.pro-football-reference.com/boxscores/200912200det.htm
2009,2009-12-20,mfbu6O5aMHbJg,Miami,Dolphins,MIA,30,121,1,29,46,,349,1,3,66.304,347,468,1,2,2,1,4,8,60,23,6,15,0.4,2,2,1.0,2063,https://www.pro-football-reference.com/boxscores/200912200oti.htm
2009,2009-12-20,ltMyRE3yvVUaw,Tennessee,Titans,TEN,31,128,0,14,27,,236,3,1,103.318,236,364,2,0,2,1,2,4,46,19,6,13,0.462,0,0,0.0,1759,https://www.pro-football-reference.com/boxscores/200912200oti.htm
2009,2009-12-20,mLspw4gJNTQGN,Atlanta,Falcons,ATL,28,86,0,16,34,,152,1,0,69.73,152,238,0,0,0,0,0,4,25,12,7,18,0.389,1,1,1.0,1776,https://www.pro-football-reference.com/boxscores/200912200nyj.htm
2009,2009-12-20,mexvMWO2v1hWn,New York,Jets,NYJ,33,99,0,18,32,,226,1,3,49.74,215,314,2,11,1,0,3,6,65,17,5,15,0.333,1,2,0.5,1824,https://www.pro-football-reference.com/boxscores/200912200nyj.htm
2009,2009-12-20,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,21,114,0,27,40,,314,2,1,97.292,293,407,2,21,2,0,1,9,55,19,7,15,0.467,0,0,0.0,1906,https://www.pro-football-reference.com/boxscores/200912200sdg.htm
2009,2009-12-20,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,20,70,0,24,38,,308,3,2,92.873,296,366,2,12,0,0,2,4,30,20,5,11,0.455,0,0,0.0,1694,https://www.pro-football-reference.com/boxscores/200912200sdg.htm
2009,2009-12-20,LZoDld8s63xUs,Las Vegas,Raiders,LV,34,241,1,14,29,,115,1,1,55.963,102,343,1,13,2,1,2,9,62,22,4,13,0.308,1,2,0.5,1886,https://www.pro-football-reference.com/boxscores/200912200den.htm
